Repeticao,Tamanho,Tipo_Vetor,Algoritmo,Tempo
1,80000,Aleatorio,QuickSort,0.011000
1,80000,Aleatorio,HeapSort,0.016000
2,80000,Aleatorio,MergeSort,0.023000
2,80000,Aleatorio,QuickSort,0.011000
2,80000,Aleatorio,HeapSort,0.017000
3,80000,Aleatorio,MergeSort,0.023000
3,80000,Aleatorio,QuickSort,0.012000
3,80000,Aleatorio,HeapSort,0.017000
4,80000,Aleatorio,MergeSort,0.023000
4,80000,Aleatorio,QuickSort,0.011000
4,80000,Aleatorio,HeapSort,0.017000
5,80000,Aleatorio,MergeSort,0.023000
5,80000,Aleatorio,QuickSort,0.011000
5,80000,Aleatorio,HeapSort,0.017000
6,80000,Aleatorio,MergeSort,0.023000
6,80000,Aleatorio,QuickSort,0.012000
6,80000,Aleatorio,HeapSort,0.017000
7,80000,Aleatorio,MergeSort,0.023000
7,80000,Aleatorio,QuickSort,0.012000
7,80000,Aleatorio,HeapSort,0.017000
8,80000,Aleatorio,MergeSort,0.022000
8,80000,Aleatorio,QuickSort,0.012000
8,80000,Aleatorio,HeapSort,0.023000
9,80000,Aleatorio,MergeSort,0.031000
9,80000,Aleatorio,QuickSort,0.014000
9,80000,Aleatorio,HeapSort,0.022000
10,80000,Aleatorio,MergeSort,0.027000
10,80000,Aleatorio,QuickSort,0.014000
10,80000,Aleatorio,HeapSort,0.020000
1,80000,Crescente,MergeSort,0.019000
1,80000,Crescente,QuickSort,0.007000
1,80000,Crescente,HeapSort,0.013000
2,80000,Crescente,MergeSort,0.061000
2,80000,Crescente,QuickSort,0.008000
2,80000,Crescente,HeapSort,0.014000
3,80000,Crescente,MergeSort,0.021000
3,80000,Crescente,QuickSort,0.008000
3,80000,Crescente,HeapSort,0.019000
4,80000,Crescente,MergeSort,0.018000
4,80000,Crescente,QuickSort,0.009000
4,80000,Crescente,HeapSort,0.014000
5,80000,Crescente,MergeSort,0.019000
5,80000,Crescente,QuickSort,0.007000
5,80000,Crescente,HeapSort,0.013000
6,80000,Crescente,MergeSort,0.016000
6,80000,Crescente,QuickSort,0.008000
6,80000,Crescente,HeapSort,0.012000
7,80000,Crescente,MergeSort,0.017000
7,80000,Crescente,QuickSort,0.007000
7,80000,Crescente,HeapSort,0.013000
8,80000,Crescente,MergeSort,0.017000
8,80000,Crescente,QuickSort,0.007000
8,80000,Crescente,HeapSort,0.012000
9,80000,Crescente,MergeSort,0.018000
9,80000,Crescente,QuickSort,0.008000
9,80000,Crescente,HeapSort,0.012000
10,80000,Crescente,MergeSort,0.017000
10,80000,Crescente,QuickSort,0.007000
10,80000,Crescente,HeapSort,0.012000
1,80000,Decrescente,MergeSort,0.018000
1,80000,Decrescente,QuickSort,0.008000
1,80000,Decrescente,HeapSort,0.013000
2,80000,Decrescente,MergeSort,0.016000
2,80000,Decrescente,QuickSort,0.009000
2,80000,Decrescente,HeapSort,0.011000
3,80000,Decrescente,MergeSort,0.018000
3,80000,Decrescente,QuickSort,0.008000
3,80000,Decrescente,HeapSort,0.011000
4,80000,Decrescente,MergeSort,0.017000
4,80000,Decrescente,QuickSort,0.009000
4,80000,Decrescente,HeapSort,0.011000
5,80000,Decrescente,MergeSort,0.017000
5,80000,Decrescente,QuickSort,0.008000
5,80000,Decrescente,HeapSort,0.012000
6,80000,Decrescente,MergeSort,0.017000
6,80000,Decrescente,QuickSort,0.008000
6,80000,Decrescente,HeapSort,0.013000
7,80000,Decrescente,MergeSort,0.017000
7,80000,Decrescente,QuickSort,0.008000
7,80000,Decrescente,HeapSort,0.012000
8,80000,Decrescente,MergeSort,0.017000
8,80000,Decrescente,QuickSort,0.008000
8,80000,Decrescente,HeapSort,0.012000
9,80000,Decrescente,MergeSort,0.017000
9,80000,Decrescente,QuickSort,0.008000
9,80000,Decrescente,HeapSort,0.012000
10,80000,Decrescente,MergeSort,0.017000
10,80000,Decrescente,QuickSort,0.008000
10,80000,Decrescente,HeapSort,0.012000
1,90000,Aleatorio,MergeSort,0.027000
1,90000,Aleatorio,QuickSort,0.012000
1,90000,Aleatorio,HeapSort,0.018000
2,90000,Aleatorio,MergeSort,0.027000
2,90000,Aleatorio,QuickSort,0.013000
2,90000,Aleatorio,HeapSort,0.018000
3,90000,Aleatorio,MergeSort,0.026000
3,90000,Aleatorio,QuickSort,0.013000
3,90000,Aleatorio,HeapSort,0.020000
4,90000,Aleatorio,MergeSort,0.029000
4,90000,Aleatorio,QuickSort,0.018000
4,90000,Aleatorio,HeapSort,0.023000
5,90000,Aleatorio,MergeSort,0.037000
5,90000,Aleatorio,QuickSort,0.016000
5,90000,Aleatorio,HeapSort,0.019000
6,90000,Aleatorio,MergeSort,0.030000
6,90000,Aleatorio,QuickSort,0.013000
6,90000,Aleatorio,HeapSort,0.020000
7,90000,Aleatorio,MergeSort,0.027000
7,90000,Aleatorio,QuickSort,0.014000
7,90000,Aleatorio,HeapSort,0.021000
8,90000,Aleatorio,MergeSort,0.031000
8,90000,Aleatorio,QuickSort,0.014000
8,90000,Aleatorio,HeapSort,0.021000
9,90000,Aleatorio,MergeSort,0.028000
9,90000,Aleatorio,QuickSort,0.013000
9,90000,Aleatorio,HeapSort,0.019000
10,90000,Aleatorio,MergeSort,0.026000
10,90000,Aleatorio,QuickSort,0.012000
10,90000,Aleatorio,HeapSort,0.018000
1,90000,Crescente,MergeSort,0.019000
1,90000,Crescente,QuickSort,0.009000
1,90000,Crescente,HeapSort,0.014000
2,90000,Crescente,MergeSort,0.019000
2,90000,Crescente,QuickSort,0.009000
2,90000,Crescente,HeapSort,0.013000
3,90000,Crescente,MergeSort,0.020000
3,90000,Crescente,QuickSort,0.008000
3,90000,Crescente,HeapSort,0.013000
4,90000,Crescente,MergeSort,0.020000
4,90000,Crescente,QuickSort,0.009000
4,90000,Crescente,HeapSort,0.013000
5,90000,Crescente,MergeSort,0.019000
5,90000,Crescente,QuickSort,0.009000
5,90000,Crescente,HeapSort,0.014000
6,90000,Crescente,MergeSort,0.019000
6,90000,Crescente,QuickSort,0.008000
6,90000,Crescente,HeapSort,0.015000
7,90000,Crescente,MergeSort,0.019000
7,90000,Crescente,QuickSort,0.009000
7,90000,Crescente,HeapSort,0.013000
8,90000,Crescente,MergeSort,0.019000
8,90000,Crescente,QuickSort,0.007000
8,90000,Crescente,HeapSort,0.015000
9,90000,Crescente,MergeSort,0.019000
9,90000,Crescente,QuickSort,0.008000
9,90000,Crescente,HeapSort,0.014000
10,90000,Crescente,MergeSort,0.018000
10,90000,Crescente,QuickSort,0.009000
10,90000,Crescente,HeapSort,0.014000
1,90000,Decrescente,MergeSort,0.020000
1,90000,Decrescente,QuickSort,0.008000
1,90000,Decrescente,HeapSort,0.013000
2,90000,Decrescente,MergeSort,0.020000
2,90000,Decrescente,QuickSort,0.009000
2,90000,Decrescente,HeapSort,0.014000
3,90000,Decrescente,MergeSort,0.023000
3,90000,Decrescente,QuickSort,0.011000
3,90000,Decrescente,HeapSort,0.017000
4,90000,Decrescente,MergeSort,0.021000
4,90000,Decrescente,QuickSort,0.011000
4,90000,Decrescente,HeapSort,0.018000
5,90000,Decrescente,MergeSort,0.025000
5,90000,Decrescente,QuickSort,0.010000
5,90000,Decrescente,HeapSort,0.014000
6,90000,Decrescente,MergeSort,0.020000
6,90000,Decrescente,QuickSort,0.009000
6,90000,Decrescente,HeapSort,0.016000
7,90000,Decrescente,MergeSort,0.021000
7,90000,Decrescente,QuickSort,0.011000
7,90000,Decrescente,HeapSort,0.015000
8,90000,Decrescente,MergeSort,0.021000
8,90000,Decrescente,QuickSort,0.010000
8,90000,Decrescente,HeapSort,0.015000
9,90000,Decrescente,MergeSort,0.020000
9,90000,Decrescente,QuickSort,0.009000
9,90000,Decrescente,HeapSort,0.013000
10,90000,Decrescente,MergeSort,0.018000
10,90000,Decrescente,QuickSort,0.010000
10,90000,Decrescente,HeapSort,0.013000
1,100000,Aleatorio,MergeSort,0.028000
1,100000,Aleatorio,QuickSort,0.015000
1,100000,Aleatorio,HeapSort,0.021000
2,100000,Aleatorio,MergeSort,0.029000
2,100000,Aleatorio,QuickSort,0.015000
2,100000,Aleatorio,HeapSort,0.021000
3,100000,Aleatorio,MergeSort,0.028000
3,100000,Aleatorio,QuickSort,0.014000
3,100000,Aleatorio,HeapSort,0.021000
4,100000,Aleatorio,MergeSort,0.028000
4,100000,Aleatorio,QuickSort,0.014000
4,100000,Aleatorio,HeapSort,0.021000
5,100000,Aleatorio,MergeSort,0.028000
5,100000,Aleatorio,QuickSort,0.014000
5,100000,Aleatorio,HeapSort,0.021000
6,100000,Aleatorio,MergeSort,0.028000
6,100000,Aleatorio,QuickSort,0.014000
6,100000,Aleatorio,HeapSort,0.022000
7,100000,Aleatorio,MergeSort,0.028000
7,100000,Aleatorio,QuickSort,0.015000
7,100000,Aleatorio,HeapSort,0.021000
8,100000,Aleatorio,MergeSort,0.027000
8,100000,Aleatorio,QuickSort,0.015000
8,100000,Aleatorio,HeapSort,0.021000
9,100000,Aleatorio,MergeSort,0.029000
9,100000,Aleatorio,QuickSort,0.015000
9,100000,Aleatorio,HeapSort,0.021000
10,100000,Aleatorio,MergeSort,0.028000
10,100000,Aleatorio,QuickSort,0.016000
10,100000,Aleatorio,HeapSort,0.021000
1,100000,Crescente,MergeSort,0.021000
1,100000,Crescente,QuickSort,0.009000
1,100000,Crescente,HeapSort,0.016000
2,100000,Crescente,MergeSort,0.022000
2,100000,Crescente,QuickSort,0.010000
2,100000,Crescente,HeapSort,0.016000
3,100000,Crescente,MergeSort,0.024000
3,100000,Crescente,QuickSort,0.010000
3,100000,Crescente,HeapSort,0.019000
4,100000,Crescente,MergeSort,0.033000
4,100000,Crescente,QuickSort,0.010000
4,100000,Crescente,HeapSort,0.020000
5,100000,Crescente,MergeSort,0.033000
5,100000,Crescente,QuickSort,0.015000
5,100000,Crescente,HeapSort,0.019000
6,100000,Crescente,MergeSort,0.031000
6,100000,Crescente,QuickSort,0.010000
6,100000,Crescente,HeapSort,0.018000
7,100000,Crescente,MergeSort,0.023000
7,100000,Crescente,QuickSort,0.011000
7,100000,Crescente,HeapSort,0.017000
8,100000,Crescente,MergeSort,0.023000
8,100000,Crescente,QuickSort,0.010000
8,100000,Crescente,HeapSort,0.023000
9,100000,Crescente,MergeSort,0.021000
9,100000,Crescente,QuickSort,0.009000
9,100000,Crescente,HeapSort,0.016000
10,100000,Crescente,MergeSort,0.022000
10,100000,Crescente,QuickSort,0.010000
10,100000,Crescente,HeapSort,0.016000
1,100000,Decrescente,MergeSort,0.022000
1,100000,Decrescente,QuickSort,0.010000
1,100000,Decrescente,HeapSort,0.015000
2,100000,Decrescente,MergeSort,0.021000
2,100000,Decrescente,QuickSort,0.011000
2,100000,Decrescente,HeapSort,0.016000
3,100000,Decrescente,MergeSort,0.022000
3,100000,Decrescente,QuickSort,0.011000
3,100000,Decrescente,HeapSort,0.015000
4,100000,Decrescente,MergeSort,0.021000
4,100000,Decrescente,QuickSort,0.010000
4,100000,Decrescente,HeapSort,0.016000
5,100000,Decrescente,MergeSort,0.021000
5,100000,Decrescente,QuickSort,0.010000
5,100000,Decrescente,HeapSort,0.015000
6,100000,Decrescente,MergeSort,0.022000
6,100000,Decrescente,QuickSort,0.010000
6,100000,Decrescente,HeapSort,0.016000
7,100000,Decrescente,MergeSort,0.021000
7,100000,Decrescente,QuickSort,0.012000
7,100000,Decrescente,HeapSort,0.015000
8,100000,Decrescente,MergeSort,0.021000
8,100000,Decrescente,QuickSort,0.011000
8,100000,Decrescente,HeapSort,0.015000
9,100000,Decrescente,MergeSort,0.022000
9,100000,Decrescente,QuickSort,0.009000
9,100000,Decrescente,HeapSort,0.015000
10,100000,Decrescente,MergeSort,0.022000
10,100000,Decrescente,QuickSort,0.011000
10,100000,Decrescente,HeapSort,0.015000
1,110000,Aleatorio,MergeSort,0.033000
1,110000,Aleatorio,QuickSort,0.017000
1,110000,Aleatorio,HeapSort,0.029000
2,110000,Aleatorio,MergeSort,0.040000
2,110000,Aleatorio,QuickSort,0.020000
2,110000,Aleatorio,HeapSort,0.032000
3,110000,Aleatorio,MergeSort,0.036000
3,110000,Aleatorio,QuickSort,0.018000
3,110000,Aleatorio,HeapSort,0.027000
4,110000,Aleatorio,MergeSort,0.034000
4,110000,Aleatorio,QuickSort,0.019000
4,110000,Aleatorio,HeapSort,0.031000
5,110000,Aleatorio,MergeSort,0.042000
5,110000,Aleatorio,QuickSort,0.018000
5,110000,Aleatorio,HeapSort,0.024000
6,110000,Aleatorio,MergeSort,0.033000
6,110000,Aleatorio,QuickSort,0.018000
6,110000,Aleatorio,HeapSort,0.025000
7,110000,Aleatorio,MergeSort,0.031000
7,110000,Aleatorio,QuickSort,0.017000
7,110000,Aleatorio,HeapSort,0.023000
8,110000,Aleatorio,MergeSort,0.032000
8,110000,Aleatorio,QuickSort,0.017000
8,110000,Aleatorio,HeapSort,0.023000
9,110000,Aleatorio,MergeSort,0.032000
9,110000,Aleatorio,QuickSort,0.016000
9,110000,Aleatorio,HeapSort,0.024000
10,110000,Aleatorio,MergeSort,0.032000
10,110000,Aleatorio,QuickSort,0.017000
10,110000,Aleatorio,HeapSort,0.025000
1,110000,Crescente,MergeSort,0.023000
1,110000,Crescente,QuickSort,0.011000
1,110000,Crescente,HeapSort,0.019000
2,110000,Crescente,MergeSort,0.023000
2,110000,Crescente,QuickSort,0.010000
2,110000,Crescente,HeapSort,0.017000
3,110000,Crescente,MergeSort,0.024000
3,110000,Crescente,QuickSort,0.010000
3,110000,Crescente,HeapSort,0.018000
4,110000,Crescente,MergeSort,0.023000
4,110000,Crescente,QuickSort,0.010000
4,110000,Crescente,HeapSort,0.017000
5,110000,Crescente,MergeSort,0.023000
5,110000,Crescente,QuickSort,0.010000
5,110000,Crescente,HeapSort,0.018000
6,110000,Crescente,MergeSort,0.022000
6,110000,Crescente,QuickSort,0.010000
6,110000,Crescente,HeapSort,0.018000
7,110000,Crescente,MergeSort,0.023000
7,110000,Crescente,QuickSort,0.010000
7,110000,Crescente,HeapSort,0.017000
8,110000,Crescente,MergeSort,0.024000
8,110000,Crescente,QuickSort,0.010000
8,110000,Crescente,HeapSort,0.019000
9,110000,Crescente,MergeSort,0.027000
9,110000,Crescente,QuickSort,0.015000
9,110000,Crescente,HeapSort,0.020000
10,110000,Crescente,MergeSort,0.030000
10,110000,Crescente,QuickSort,0.014000
10,110000,Crescente,HeapSort,0.020000
1,110000,Decrescente,MergeSort,0.034000
1,110000,Decrescente,QuickSort,0.012000
1,110000,Decrescente,HeapSort,0.018000
2,110000,Decrescente,MergeSort,0.027000
2,110000,Decrescente,QuickSort,0.014000
2,110000,Decrescente,HeapSort,0.020000
3,110000,Decrescente,MergeSort,0.040000
3,110000,Decrescente,QuickSort,0.013000
3,110000,Decrescente,HeapSort,0.019000
4,110000,Decrescente,MergeSort,0.023000
4,110000,Decrescente,QuickSort,0.013000
4,110000,Decrescente,HeapSort,0.018000
5,110000,Decrescente,MergeSort,0.024000
5,110000,Decrescente,QuickSort,0.012000
5,110000,Decrescente,HeapSort,0.017000
6,110000,Decrescente,MergeSort,0.023000
6,110000,Decrescente,QuickSort,0.013000
6,110000,Decrescente,HeapSort,0.018000
7,110000,Decrescente,MergeSort,0.024000
7,110000,Decrescente,QuickSort,0.011000
7,110000,Decrescente,HeapSort,0.018000
8,110000,Decrescente,MergeSort,0.022000
8,110000,Decrescente,QuickSort,0.014000
8,110000,Decrescente,HeapSort,0.017000
9,110000,Decrescente,MergeSort,0.023000
9,110000,Decrescente,QuickSort,0.011000
9,110000,Decrescente,HeapSort,0.017000
10,110000,Decrescente,MergeSort,0.024000
10,110000,Decrescente,QuickSort,0.012000
10,110000,Decrescente,HeapSort,0.018000
1,120000,Aleatorio,MergeSort,0.034000
1,120000,Aleatorio,QuickSort,0.018000
1,120000,Aleatorio,HeapSort,0.026000
2,120000,Aleatorio,MergeSort,0.034000
2,120000,Aleatorio,QuickSort,0.020000
2,120000,Aleatorio,HeapSort,0.026000
3,120000,Aleatorio,MergeSort,0.035000
3,120000,Aleatorio,QuickSort,0.018000
3,120000,Aleatorio,HeapSort,0.026000
4,120000,Aleatorio,MergeSort,0.049000
4,120000,Aleatorio,QuickSort,0.021000
4,120000,Aleatorio,HeapSort,0.034000
5,120000,Aleatorio,MergeSort,0.040000
5,120000,Aleatorio,QuickSort,0.021000
5,120000,Aleatorio,HeapSort,0.027000
6,120000,Aleatorio,MergeSort,0.035000
6,120000,Aleatorio,QuickSort,0.019000
6,120000,Aleatorio,HeapSort,0.031000
7,120000,Aleatorio,MergeSort,0.035000
7,120000,Aleatorio,QuickSort,0.019000
7,120000,Aleatorio,HeapSort,0.026000
8,120000,Aleatorio,MergeSort,0.034000
8,120000,Aleatorio,QuickSort,0.019000
8,120000,Aleatorio,HeapSort,0.027000
9,120000,Aleatorio,MergeSort,0.034000
9,120000,Aleatorio,QuickSort,0.018000
9,120000,Aleatorio,HeapSort,0.026000
10,120000,Aleatorio,MergeSort,0.036000
10,120000,Aleatorio,QuickSort,0.017000
10,120000,Aleatorio,HeapSort,0.026000
1,120000,Crescente,MergeSort,0.025000
1,120000,Crescente,QuickSort,0.011000
1,120000,Crescente,HeapSort,0.019000
2,120000,Crescente,MergeSort,0.026000
2,120000,Crescente,QuickSort,0.012000
2,120000,Crescente,HeapSort,0.019000
3,120000,Crescente,MergeSort,0.025000
3,120000,Crescente,QuickSort,0.011000
3,120000,Crescente,HeapSort,0.020000
4,120000,Crescente,MergeSort,0.026000
4,120000,Crescente,QuickSort,0.012000
4,120000,Crescente,HeapSort,0.019000
5,120000,Crescente,MergeSort,0.025000
5,120000,Crescente,QuickSort,0.013000
5,120000,Crescente,HeapSort,0.019000
6,120000,Crescente,MergeSort,0.027000
6,120000,Crescente,QuickSort,0.011000
6,120000,Crescente,HeapSort,0.020000
7,120000,Crescente,MergeSort,0.024000
7,120000,Crescente,QuickSort,0.012000
7,120000,Crescente,HeapSort,0.018000
8,120000,Crescente,MergeSort,0.026000
8,120000,Crescente,QuickSort,0.012000
8,120000,Crescente,HeapSort,0.019000
9,120000,Crescente,MergeSort,0.025000
9,120000,Crescente,QuickSort,0.011000
9,120000,Crescente,HeapSort,0.019000
10,120000,Crescente,MergeSort,0.029000
10,120000,Crescente,QuickSort,0.011000
10,120000,Crescente,HeapSort,0.021000
1,120000,Decrescente,MergeSort,0.032000
1,120000,Decrescente,QuickSort,0.015000
1,120000,Decrescente,HeapSort,0.022000
2,120000,Decrescente,MergeSort,0.032000
2,120000,Decrescente,QuickSort,0.017000
2,120000,Decrescente,HeapSort,0.023000
3,120000,Decrescente,MergeSort,0.027000
3,120000,Decrescente,QuickSort,0.013000
3,120000,Decrescente,HeapSort,0.019000
4,120000,Decrescente,MergeSort,0.026000
4,120000,Decrescente,QuickSort,0.013000
4,120000,Decrescente,HeapSort,0.021000
5,120000,Decrescente,MergeSort,0.030000
5,120000,Decrescente,QuickSort,0.012000
5,120000,Decrescente,HeapSort,0.020000
6,120000,Decrescente,MergeSort,0.026000
6,120000,Decrescente,QuickSort,0.013000
6,120000,Decrescente,HeapSort,0.018000
7,120000,Decrescente,MergeSort,0.027000
7,120000,Decrescente,QuickSort,0.012000
7,120000,Decrescente,HeapSort,0.019000
8,120000,Decrescente,MergeSort,0.026000
8,120000,Decrescente,QuickSort,0.014000
8,120000,Decrescente,HeapSort,0.019000
9,120000,Decrescente,MergeSort,0.025000
9,120000,Decrescente,QuickSort,0.013000
9,120000,Decrescente,HeapSort,0.019000
10,120000,Decrescente,MergeSort,0.024000
10,120000,Decrescente,QuickSort,0.014000
10,120000,Decrescente,HeapSort,0.018000
1,130000,Aleatorio,MergeSort,0.037000
1,130000,Aleatorio,QuickSort,0.021000
1,130000,Aleatorio,HeapSort,0.028000
2,130000,Aleatorio,MergeSort,0.038000
2,130000,Aleatorio,QuickSort,0.020000
2,130000,Aleatorio,HeapSort,0.028000
3,130000,Aleatorio,MergeSort,0.037000
3,130000,Aleatorio,QuickSort,0.020000
3,130000,Aleatorio,HeapSort,0.028000
4,130000,Aleatorio,MergeSort,0.038000
4,130000,Aleatorio,QuickSort,0.024000
4,130000,Aleatorio,HeapSort,0.032000
5,130000,Aleatorio,MergeSort,0.103000
5,130000,Aleatorio,QuickSort,0.022000
5,130000,Aleatorio,HeapSort,0.030000
6,130000,Aleatorio,MergeSort,0.039000
6,130000,Aleatorio,QuickSort,0.024000
6,130000,Aleatorio,HeapSort,0.033000
7,130000,Aleatorio,MergeSort,0.046000
7,130000,Aleatorio,QuickSort,0.020000
7,130000,Aleatorio,HeapSort,0.029000
8,130000,Aleatorio,MergeSort,0.037000
8,130000,Aleatorio,QuickSort,0.020000
8,130000,Aleatorio,HeapSort,0.028000
9,130000,Aleatorio,MergeSort,0.038000
9,130000,Aleatorio,QuickSort,0.020000
9,130000,Aleatorio,HeapSort,0.027000
10,130000,Aleatorio,MergeSort,0.038000
10,130000,Aleatorio,QuickSort,0.021000
10,130000,Aleatorio,HeapSort,0.028000
1,130000,Crescente,MergeSort,0.027000
1,130000,Crescente,QuickSort,0.013000
1,130000,Crescente,HeapSort,0.021000
2,130000,Crescente,MergeSort,0.028000
2,130000,Crescente,QuickSort,0.012000
2,130000,Crescente,HeapSort,0.021000
3,130000,Crescente,MergeSort,0.028000
3,130000,Crescente,QuickSort,0.012000
3,130000,Crescente,HeapSort,0.020000
4,130000,Crescente,MergeSort,0.028000
4,130000,Crescente,QuickSort,0.012000
4,130000,Crescente,HeapSort,0.021000
5,130000,Crescente,MergeSort,0.027000
5,130000,Crescente,QuickSort,0.012000
5,130000,Crescente,HeapSort,0.021000
6,130000,Crescente,MergeSort,0.028000
6,130000,Crescente,QuickSort,0.012000
6,130000,Crescente,HeapSort,0.021000
7,130000,Crescente,MergeSort,0.027000
7,130000,Crescente,QuickSort,0.013000
7,130000,Crescente,HeapSort,0.020000
8,130000,Crescente,MergeSort,0.030000
8,130000,Crescente,QuickSort,0.012000
8,130000,Crescente,HeapSort,0.021000
9,130000,Crescente,MergeSort,0.029000
9,130000,Crescente,QuickSort,0.015000
9,130000,Crescente,HeapSort,0.024000
10,130000,Crescente,MergeSort,0.034000
10,130000,Crescente,QuickSort,0.016000
10,130000,Crescente,HeapSort,0.025000
1,130000,Decrescente,MergeSort,0.036000
1,130000,Decrescente,QuickSort,0.020000
1,130000,Decrescente,HeapSort,0.023000
2,130000,Decrescente,MergeSort,0.028000
2,130000,Decrescente,QuickSort,0.016000
2,130000,Decrescente,HeapSort,0.025000
3,130000,Decrescente,MergeSort,0.042000
3,130000,Decrescente,QuickSort,0.016000
3,130000,Decrescente,HeapSort,0.022000
4,130000,Decrescente,MergeSort,0.028000
4,130000,Decrescente,QuickSort,0.014000
4,130000,Decrescente,HeapSort,0.020000
5,130000,Decrescente,MergeSort,0.030000
5,130000,Decrescente,QuickSort,0.013000
5,130000,Decrescente,HeapSort,0.020000
6,130000,Decrescente,MergeSort,0.028000
6,130000,Decrescente,QuickSort,0.014000
6,130000,Decrescente,HeapSort,0.021000
7,130000,Decrescente,MergeSort,0.028000
7,130000,Decrescente,QuickSort,0.014000
7,130000,Decrescente,HeapSort,0.019000
8,130000,Decrescente,MergeSort,0.029000
8,130000,Decrescente,QuickSort,0.015000
8,130000,Decrescente,HeapSort,0.021000
9,130000,Decrescente,MergeSort,0.028000
9,130000,Decrescente,QuickSort,0.014000
9,130000,Decrescente,HeapSort,0.021000
10,130000,Decrescente,MergeSort,0.028000
10,130000,Decrescente,QuickSort,0.014000
10,130000,Decrescente,HeapSort,0.019000
1,140000,Aleatorio,MergeSort,0.048000
1,140000,Aleatorio,QuickSort,0.022000
1,140000,Aleatorio,HeapSort,0.030000
2,140000,Aleatorio,MergeSort,0.041000
2,140000,Aleatorio,QuickSort,0.021000
2,140000,Aleatorio,HeapSort,0.035000
3,140000,Aleatorio,MergeSort,0.068000
3,140000,Aleatorio,QuickSort,0.029000
3,140000,Aleatorio,HeapSort,0.032000
4,140000,Aleatorio,MergeSort,0.041000
4,140000,Aleatorio,QuickSort,0.022000
4,140000,Aleatorio,HeapSort,0.032000
5,140000,Aleatorio,MergeSort,0.048000
5,140000,Aleatorio,QuickSort,0.025000
5,140000,Aleatorio,HeapSort,0.030000
6,140000,Aleatorio,MergeSort,0.043000
6,140000,Aleatorio,QuickSort,0.023000
6,140000,Aleatorio,HeapSort,0.031000
7,140000,Aleatorio,MergeSort,0.043000
7,140000,Aleatorio,QuickSort,0.022000
7,140000,Aleatorio,HeapSort,0.031000
8,140000,Aleatorio,MergeSort,0.043000
8,140000,Aleatorio,QuickSort,0.021000
8,140000,Aleatorio,HeapSort,0.031000
9,140000,Aleatorio,MergeSort,0.041000
9,140000,Aleatorio,QuickSort,0.022000
9,140000,Aleatorio,HeapSort,0.032000
10,140000,Aleatorio,MergeSort,0.041000
10,140000,Aleatorio,QuickSort,0.021000
10,140000,Aleatorio,HeapSort,0.030000
1,140000,Crescente,MergeSort,0.030000
1,140000,Crescente,QuickSort,0.013000
1,140000,Crescente,HeapSort,0.023000
2,140000,Crescente,MergeSort,0.030000
2,140000,Crescente,QuickSort,0.013000
2,140000,Crescente,HeapSort,0.021000
3,140000,Crescente,MergeSort,0.030000
3,140000,Crescente,QuickSort,0.013000
3,140000,Crescente,HeapSort,0.022000
4,140000,Crescente,MergeSort,0.031000
4,140000,Crescente,QuickSort,0.013000
4,140000,Crescente,HeapSort,0.023000
5,140000,Crescente,MergeSort,0.033000
5,140000,Crescente,QuickSort,0.016000
5,140000,Crescente,HeapSort,0.027000
6,140000,Crescente,MergeSort,0.036000
6,140000,Crescente,QuickSort,0.015000
6,140000,Crescente,HeapSort,0.026000
7,140000,Crescente,MergeSort,0.037000
7,140000,Crescente,QuickSort,0.016000
7,140000,Crescente,HeapSort,0.023000
8,140000,Crescente,MergeSort,0.035000
8,140000,Crescente,QuickSort,0.014000
8,140000,Crescente,HeapSort,0.024000
9,140000,Crescente,MergeSort,0.033000
9,140000,Crescente,QuickSort,0.015000
9,140000,Crescente,HeapSort,0.023000
10,140000,Crescente,MergeSort,0.031000
10,140000,Crescente,QuickSort,0.013000
10,140000,Crescente,HeapSort,0.023000
1,140000,Decrescente,MergeSort,0.032000
1,140000,Decrescente,QuickSort,0.015000
1,140000,Decrescente,HeapSort,0.022000
2,140000,Decrescente,MergeSort,0.029000
2,140000,Decrescente,QuickSort,0.015000
2,140000,Decrescente,HeapSort,0.021000
3,140000,Decrescente,MergeSort,0.031000
3,140000,Decrescente,QuickSort,0.017000
3,140000,Decrescente,HeapSort,0.022000
4,140000,Decrescente,MergeSort,0.029000
4,140000,Decrescente,QuickSort,0.016000
4,140000,Decrescente,HeapSort,0.023000
5,140000,Decrescente,MergeSort,0.030000
5,140000,Decrescente,QuickSort,0.015000
5,140000,Decrescente,HeapSort,0.021000
6,140000,Decrescente,MergeSort,0.031000
6,140000,Decrescente,QuickSort,0.016000
6,140000,Decrescente,HeapSort,0.023000
7,140000,Decrescente,MergeSort,0.070000
7,140000,Decrescente,QuickSort,0.018000
7,140000,Decrescente,HeapSort,0.021000
8,140000,Decrescente,MergeSort,0.030000
8,140000,Decrescente,QuickSort,0.016000
8,140000,Decrescente,HeapSort,0.027000
9,140000,Decrescente,MergeSort,0.061000
9,140000,Decrescente,QuickSort,0.017000
9,140000,Decrescente,HeapSort,0.024000
10,140000,Decrescente,MergeSort,0.033000
10,140000,Decrescente,QuickSort,0.017000
10,140000,Decrescente,HeapSort,0.023000
1,150000,Aleatorio,MergeSort,0.058000
1,150000,Aleatorio,QuickSort,0.025000
1,150000,Aleatorio,HeapSort,0.034000
2,150000,Aleatorio,MergeSort,0.045000
2,150000,Aleatorio,QuickSort,0.023000
